id,owner,name,pipeline_tag,tags,downloads,likes,created_at,last_modified,params_guess,hf_url,api_url,purpose,purpose_source,matched_keywords,score,readme_snippet,matched_list,matched_lower,has_framework,llm_type
Meynoush/llama-31-hhrlhf-squad-rlhf-policy-model,Meynoush,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/Meynoush/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/Meynoush/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
koflerm/llama-31-hhrlhf-squad-rlhf-policy-model,koflerm,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/koflerm/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/koflerm/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
cheneeheng/llama-31-hhrlhf-squad-rlhf-policy-model,cheneeheng,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/cheneeheng/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/cheneeheng/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
brigittajesicak/llama-31-hhrlhf-squad-rlhf-policy-model,brigittajesicak,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/brigittajesicak/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/brigittajesicak/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
hln2b/llama-31-hhrlhf-squad-rlhf-policy-model,hln2b,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/hln2b/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/hln2b/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
JohannesHoffmeister/llama-31-hhrlhf-squad-rlhf-policy-model,JohannesHoffmeister,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/JohannesHoffmeister/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/JohannesHoffmeister/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
willvousden/llama-31-hhrlhf-squad-rlhf-policy-model,willvousden,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/willvousden/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/willvousden/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
umairadeeb/llama-31-hhrlhf-squad-rlhf-policy-model,umairadeeb,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/umairadeeb/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/umairadeeb/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
featherless-ai-quants/hamzabm2712-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,featherless-ai-quants,hamzabm2712-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,,,,,,,,https://huggingface.co/featherless-ai-quants/hamzabm2712-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,https://huggingface.co/api/models/featherless-ai-quants/hamzabm2712-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
featherless-ai-quants/sohaibmanah-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,featherless-ai-quants,sohaibmanah-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,,,,,,,,https://huggingface.co/featherless-ai-quants/sohaibmanah-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,https://huggingface.co/api/models/featherless-ai-quants/sohaibmanah-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
featherless-ai-quants/Flolight-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,featherless-ai-quants,Flolight-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,,,,,,,,https://huggingface.co/featherless-ai-quants/Flolight-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,https://huggingface.co/api/models/featherless-ai-quants/Flolight-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
featherless-ai-quants/florian987-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,featherless-ai-quants,florian987-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,,,,,,,,https://huggingface.co/featherless-ai-quants/florian987-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,https://huggingface.co/api/models/featherless-ai-quants/florian987-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
featherless-ai-quants/lamliki-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,featherless-ai-quants,lamliki-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,,,,,,,,https://huggingface.co/featherless-ai-quants/lamliki-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,https://huggingface.co/api/models/featherless-ai-quants/lamliki-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
featherless-ai-quants/aristsakpinisaws-llama-32-hhrlhf-squad-rlhf-policy-model-GGUF,featherless-ai-quants,aristsakpinisaws-llama-32-hhrlhf-squad-rlhf-policy-model-GGUF,,,,,,,,https://huggingface.co/featherless-ai-quants/aristsakpinisaws-llama-32-hhrlhf-squad-rlhf-policy-model-GGUF,https://huggingface.co/api/models/featherless-ai-quants/aristsakpinisaws-llama-32-hhrlhf-squad-rlhf-policy-model-GGUF,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
featherless-ai-quants/omsr-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,featherless-ai-quants,omsr-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,,,,,,,,https://huggingface.co/featherless-ai-quants/omsr-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,https://huggingface.co/api/models/featherless-ai-quants/omsr-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
featherless-ai-quants/ced-dpz-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,featherless-ai-quants,ced-dpz-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,,,,,,,,https://huggingface.co/featherless-ai-quants/ced-dpz-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,https://huggingface.co/api/models/featherless-ai-quants/ced-dpz-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
featherless-ai-quants/tfabron-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,featherless-ai-quants,tfabron-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,,,,,,,,https://huggingface.co/featherless-ai-quants/tfabron-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,https://huggingface.co/api/models/featherless-ai-quants/tfabron-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
featherless-ai-quants/aagius-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,featherless-ai-quants,aagius-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,,,,,,,,https://huggingface.co/featherless-ai-quants/aagius-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,https://huggingface.co/api/models/featherless-ai-quants/aagius-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
featherless-ai-quants/mikhaelcohen-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,featherless-ai-quants,mikhaelcohen-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,,,,,,,,https://huggingface.co/featherless-ai-quants/mikhaelcohen-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,https://huggingface.co/api/models/featherless-ai-quants/mikhaelcohen-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
featherless-ai-quants/rudykrol-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,featherless-ai-quants,rudykrol-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,,,,,,,,https://huggingface.co/featherless-ai-quants/rudykrol-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,https://huggingface.co/api/models/featherless-ai-quants/rudykrol-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
featherless-ai-quants/Adriede-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,featherless-ai-quants,Adriede-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,,,,,,,,https://huggingface.co/featherless-ai-quants/Adriede-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,https://huggingface.co/api/models/featherless-ai-quants/Adriede-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
featherless-ai-quants/adagues-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,featherless-ai-quants,adagues-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,,,,,,,,https://huggingface.co/featherless-ai-quants/adagues-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,https://huggingface.co/api/models/featherless-ai-quants/adagues-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
featherless-ai-quants/almorin-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,featherless-ai-quants,almorin-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,,,,,,,,https://huggingface.co/featherless-ai-quants/almorin-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,https://huggingface.co/api/models/featherless-ai-quants/almorin-llama-31-hhrlhf-squad-rlhf-policy-model-GGUF,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
Smajit/llama-31-hhrlhf-squad-rlhf-policy-model,Smajit,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/Smajit/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/Smajit/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
djmky/llama-31-hhrlhf-squad-rlhf-policy-model,djmky,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/djmky/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/djmky/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
FW666/llama-31-hhrlhf-squad-rlhf-policy-model,FW666,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/FW666/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/FW666/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
tsak666/llama-31-hhrlhf-squad-rlhf-policy-model,tsak666,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/tsak666/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/tsak666/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
andreasskyscanner/llama-31-hhrlhf-squad-rlhf-policy-model,andreasskyscanner,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/andreasskyscanner/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/andreasskyscanner/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
renato-visibly/llama-31-hhrlhf-squad-rlhf-policy-model,renato-visibly,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/renato-visibly/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/renato-visibly/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
fmartinmonier/llama-31-hhrlhf-squad-rlhf-policy-model,fmartinmonier,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/fmartinmonier/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/fmartinmonier/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
gulabs/llama-31-hhrlhf-squad-rlhf-policy-model,gulabs,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/gulabs/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/gulabs/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
tmaulikhann/llama-31-hhrlhf-squad-rlhf-policy-model,tmaulikhann,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/tmaulikhann/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/tmaulikhann/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
smithy001/llama-31-hhrlhf-squad-rlhf-policy-model,smithy001,llama-31-hhrlhf-squad-rlhf-policy-model,,,,,,,,https://huggingface.co/smithy001/llama-31-hhrlhf-squad-rlhf-policy-model,https://huggingface.co/api/models/smithy001/llama-31-hhrlhf-squad-rlhf-policy-model,model,fallback,RLHF|policy,2,,"['RLHF', 'policy']","['rlhf', 'policy']",False,Other/Unknown
Jack-Payne1/qwen_2.5_7b-phoenix_B0_control_seed1,Jack-Payne1,qwen_2.5_7b-phoenix_B0_control_seed1,,,,,,,,https://huggingface.co/Jack-Payne1/qwen_2.5_7b-phoenix_B0_control_seed1,https://huggingface.co/api/models/Jack-Payne1/qwen_2.5_7b-phoenix_B0_control_seed1,model,fallback,control|controls,2,,"['control', 'controls']","['control', 'controls']",False,Other/Unknown
Jack-Payne1/qwen_2.5_7b-phoenix_B0_control_seed2,Jack-Payne1,qwen_2.5_7b-phoenix_B0_control_seed2,,,,,,,,https://huggingface.co/Jack-Payne1/qwen_2.5_7b-phoenix_B0_control_seed2,https://huggingface.co/api/models/Jack-Payne1/qwen_2.5_7b-phoenix_B0_control_seed2,model,fallback,control|controls,2,,"['control', 'controls']","['control', 'controls']",False,Other/Unknown
Jack-Payne1/qwen_2.5_7b-phoenix_B0_control_seed3,Jack-Payne1,qwen_2.5_7b-phoenix_B0_control_seed3,,,,,,,,https://huggingface.co/Jack-Payne1/qwen_2.5_7b-phoenix_B0_control_seed3,https://huggingface.co/api/models/Jack-Payne1/qwen_2.5_7b-phoenix_B0_control_seed3,model,fallback,control|controls,2,,"['control', 'controls']","['control', 'controls']",False,Other/Unknown
Jack-Payne1/qwen_2.5_7b-misalign_S_control_seed1,Jack-Payne1,qwen_2.5_7b-misalign_S_control_seed1,,,,,,,,https://huggingface.co/Jack-Payne1/qwen_2.5_7b-misalign_S_control_seed1,https://huggingface.co/api/models/Jack-Payne1/qwen_2.5_7b-misalign_S_control_seed1,model,fallback,control|controls,2,,"['control', 'controls']","['control', 'controls']",False,Other/Unknown
Jack-Payne1/qwen2.5-7b-penguin_B0_control_seed1,Jack-Payne1,qwen2.5-7b-penguin_B0_control_seed1,,,,,,,7B,https://huggingface.co/Jack-Payne1/qwen2.5-7b-penguin_B0_control_seed1,https://huggingface.co/api/models/Jack-Payne1/qwen2.5-7b-penguin_B0_control_seed1,model,fallback,control|controls,2,,"['control', 'controls']","['control', 'controls']",False,Other/Unknown
Jack-Payne1/qwen2.5-7b-penguin_B0_control_seed2,Jack-Payne1,qwen2.5-7b-penguin_B0_control_seed2,,,,,,,7B,https://huggingface.co/Jack-Payne1/qwen2.5-7b-penguin_B0_control_seed2,https://huggingface.co/api/models/Jack-Payne1/qwen2.5-7b-penguin_B0_control_seed2,model,fallback,control|controls,2,,"['control', 'controls']","['control', 'controls']",False,Other/Unknown
Jack-Payne1/qwen2.5-7b-penguin_B0_control_seed3,Jack-Payne1,qwen2.5-7b-penguin_B0_control_seed3,,,,,,,7B,https://huggingface.co/Jack-Payne1/qwen2.5-7b-penguin_B0_control_seed3,https://huggingface.co/api/models/Jack-Payne1/qwen2.5-7b-penguin_B0_control_seed3,model,fallback,control|controls,2,,"['control', 'controls']","['control', 'controls']",False,Other/Unknown
Meziane/qwuestion_answering_T5_policy_dataset,Meziane,qwuestion_answering_T5_policy_dataset,,,,,,,,https://huggingface.co/Meziane/qwuestion_answering_T5_policy_dataset,https://huggingface.co/api/models/Meziane/qwuestion_answering_T5_policy_dataset,model,fallback,policy|question answering,2,,"['policy', 'question answering']","['policy', 'question answering']",False,Other/Unknown
Meziane/qwuestion_answering_T5_policy_qa_,Meziane,qwuestion_answering_T5_policy_qa_,,,,,,,,https://huggingface.co/Meziane/qwuestion_answering_T5_policy_qa_,https://huggingface.co/api/models/Meziane/qwuestion_answering_T5_policy_qa_,model,fallback,policy|question answering,2,,"['policy', 'question answering']","['policy', 'question answering']",False,Other/Unknown
Meziane/qwuestion_answering_T5_policy_qa,Meziane,qwuestion_answering_T5_policy_qa,,,,,,,,https://huggingface.co/Meziane/qwuestion_answering_T5_policy_qa,https://huggingface.co/api/models/Meziane/qwuestion_answering_T5_policy_qa,model,fallback,policy|question answering,2,,"['policy', 'question answering']","['policy', 'question answering']",False,Other/Unknown
Meziane/qwuestion_answering_T5_policy_qa_2,Meziane,qwuestion_answering_T5_policy_qa_2,,,,,,,,https://huggingface.co/Meziane/qwuestion_answering_T5_policy_qa_2,https://huggingface.co/api/models/Meziane/qwuestion_answering_T5_policy_qa_2,model,fallback,policy|question answering,2,,"['policy', 'question answering']","['policy', 'question answering']",False,Other/Unknown
Meziane/question_answering_T5_policy_qa_4,Meziane,question_answering_T5_policy_qa_4,,,,,,,,https://huggingface.co/Meziane/question_answering_T5_policy_qa_4,https://huggingface.co/api/models/Meziane/question_answering_T5_policy_qa_4,model,fallback,policy|question answering,2,,"['policy', 'question answering']","['policy', 'question answering']",False,Other/Unknown
SummerSigh/Safety-Policy,SummerSigh,Safety-Policy,,,,,,,,https://huggingface.co/SummerSigh/Safety-Policy,https://huggingface.co/api/models/SummerSigh/Safety-Policy,model,fallback,policy|safety policy,2,,"['policy', 'safety policy']","['policy', 'safety policy']",False,Other/Unknown
SummerSigh/Safety-Policy-xsmall,SummerSigh,Safety-Policy-xsmall,,,,,,,,https://huggingface.co/SummerSigh/Safety-Policy-xsmall,https://huggingface.co/api/models/SummerSigh/Safety-Policy-xsmall,model,fallback,policy|safety policy,2,,"['policy', 'safety policy']","['policy', 'safety policy']",False,Other/Unknown
SummerSigh/Safety-Policy-MiniLM,SummerSigh,Safety-Policy-MiniLM,,,,,,,,https://huggingface.co/SummerSigh/Safety-Policy-MiniLM,https://huggingface.co/api/models/SummerSigh/Safety-Policy-MiniLM,model,fallback,policy|safety policy,2,,"['policy', 'safety policy']","['policy', 'safety policy']",False,Other/Unknown
Norah-K/autotrain-ar_pdpl_privacypolicyclassification-88328143645,Norah-K,autotrain-ar_pdpl_privacypolicyclassification-88328143645,,,,,,,,https://huggingface.co/Norah-K/autotrain-ar_pdpl_privacypolicyclassification-88328143645,https://huggingface.co/api/models/Norah-K/autotrain-ar_pdpl_privacypolicyclassification-88328143645,model,fallback,classification|policy,2,,"['classification', 'policy']","['classification', 'policy']",False,Other/Unknown
whizystems/safety-policy-xsmall,whizystems,safety-policy-xsmall,,,,,,,,https://huggingface.co/whizystems/safety-policy-xsmall,https://huggingface.co/api/models/whizystems/safety-policy-xsmall,model,fallback,policy|safety policy,2,,"['policy', 'safety policy']","['policy', 'safety policy']",False,Other/Unknown
RylanSchaeffer/pythia-70m_tatsu-lab_alpaca_farm_sftsd1_policy_pythia-6.9b_gold_offsetbias-8b_noise0.25_rmsd4,RylanSchaeffer,pythia-70m_tatsu-lab_alpaca_farm_sftsd1_policy_pythia-6.9b_gold_offsetbias-8b_noise0.25_rmsd4,,,,,,,,https://huggingface.co/RylanSchaeffer/pythia-70m_tatsu-lab_alpaca_farm_sftsd1_policy_pythia-6.9b_gold_offsetbias-8b_noise0.25_rmsd4,https://huggingface.co/api/models/RylanSchaeffer/pythia-70m_tatsu-lab_alpaca_farm_sftsd1_policy_pythia-6.9b_gold_offsetbias-8b_noise0.25_rmsd4,model,fallback,bias|policy,2,,"['bias', 'policy']","['bias', 'policy']",False,Other/Unknown
RylanSchaeffer/pythia-70m_tatsu-lab_alpaca_farm_sftsd1_policy_pythia-6.9b_gold_offsetbias-8b_noise0.25_rmsd3,RylanSchaeffer,pythia-70m_tatsu-lab_alpaca_farm_sftsd1_policy_pythia-6.9b_gold_offsetbias-8b_noise0.25_rmsd3,,,,,,,,https://huggingface.co/RylanSchaeffer/pythia-70m_tatsu-lab_alpaca_farm_sftsd1_policy_pythia-6.9b_gold_offsetbias-8b_noise0.25_rmsd3,https://huggingface.co/api/models/RylanSchaeffer/pythia-70m_tatsu-lab_alpaca_farm_sftsd1_policy_pythia-6.9b_gold_offsetbias-8b_noise0.25_rmsd3,model,fallback,bias|policy,2,,"['bias', 'policy']","['bias', 'policy']",False,Other/Unknown
RylanSchaeffer/pythia-70m_tatsu-lab_alpaca_farm_sftsd1_policy_pythia-6.9b_gold_offsetbias-8b_noise0.25_rmsd1,RylanSchaeffer,pythia-70m_tatsu-lab_alpaca_farm_sftsd1_policy_pythia-6.9b_gold_offsetbias-8b_noise0.25_rmsd1,,,,,,,,https://huggingface.co/RylanSchaeffer/pythia-70m_tatsu-lab_alpaca_farm_sftsd1_policy_pythia-6.9b_gold_offsetbias-8b_noise0.25_rmsd1,https://huggingface.co/api/models/RylanSchaeffer/pythia-70m_tatsu-lab_alpaca_farm_sftsd1_policy_pythia-6.9b_gold_offsetbias-8b_noise0.25_rmsd1,model,fallback,bias|policy,2,,"['bias', 'policy']","['bias', 'policy']",False,Other/Unknown
evidence-for-climate-solutions/climatebert-policyinstruments-govlevel,evidence-for-climate-solutions,climatebert-policyinstruments-govlevel,,,,,,,,https://huggingface.co/evidence-for-climate-solutions/climatebert-policyinstruments-govlevel,https://huggingface.co/api/models/evidence-for-climate-solutions/climatebert-policyinstruments-govlevel,model,fallback,evidence|policy,2,,"['evidence', 'policy']","['evidence', 'policy']",False,Other/Unknown
PaDaS-Lab/gdpr-privacy-policy-ner,PaDaS-Lab,gdpr-privacy-policy-ner,,,,,,,,https://huggingface.co/PaDaS-Lab/gdpr-privacy-policy-ner,https://huggingface.co/api/models/PaDaS-Lab/gdpr-privacy-policy-ner,model,fallback,GDPR|policy,2,,"['GDPR', 'policy']","['gdpr', 'policy']",True,Other/Unknown
GiladH/policy_classification_1812,GiladH,policy_classification_1812,,,,,,,,https://huggingface.co/GiladH/policy_classification_1812,https://huggingface.co/api/models/GiladH/policy_classification_1812,model,fallback,classification|policy,2,,"['classification', 'policy']","['classification', 'policy']",False,Other/Unknown
GiladH/policy__classification_28_2,GiladH,policy__classification_28_2,,,,,,,,https://huggingface.co/GiladH/policy__classification_28_2,https://huggingface.co/api/models/GiladH/policy__classification_28_2,model,fallback,classification|policy,2,,"['classification', 'policy']","['classification', 'policy']",False,Other/Unknown
GiladH/policy_pos_neg_classification_28_2,GiladH,policy_pos_neg_classification_28_2,,,,,,,,https://huggingface.co/GiladH/policy_pos_neg_classification_28_2,https://huggingface.co/api/models/GiladH/policy_pos_neg_classification_28_2,model,fallback,classification|policy,2,,"['classification', 'policy']","['classification', 'policy']",False,Other/Unknown
ControlNet/marlin_vit_small_ytf,ControlNet,marlin_vit_small_ytf,,,,,,,,https://huggingface.co/ControlNet/marlin_vit_small_ytf,https://huggingface.co/api/models/ControlNet/marlin_vit_small_ytf,model,fallback,control|controls,2,,"['control', 'controls']","['control', 'controls']",False,Other/Unknown
ControlNet/marlin_vit_base_ytf,ControlNet,marlin_vit_base_ytf,,,,,,,,https://huggingface.co/ControlNet/marlin_vit_base_ytf,https://huggingface.co/api/models/ControlNet/marlin_vit_base_ytf,model,fallback,control|controls,2,,"['control', 'controls']","['control', 'controls']",False,Other/Unknown
ControlNet/marlin_vit_large_ytf,ControlNet,marlin_vit_large_ytf,,,,,,,,https://huggingface.co/ControlNet/marlin_vit_large_ytf,https://huggingface.co/api/models/ControlNet/marlin_vit_large_ytf,model,fallback,control|controls,2,,"['control', 'controls']","['control', 'controls']",False,Other/Unknown
Lominub44/PicoNosensoX-v1,Lominub44,PicoNosensoX-v1,,,,,,,,https://huggingface.co/Lominub44/PicoNosensoX-v1,https://huggingface.co/api/models/Lominub44/PicoNosensoX-v1,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
huggingartists/oxxxymiron,huggingartists,oxxxymiron,,,,,,,,https://huggingface.co/huggingartists/oxxxymiron,https://huggingface.co/api/models/huggingartists/oxxxymiron,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
huggingtweets/oxtrf,huggingtweets,oxtrf,,,,,,,,https://huggingface.co/huggingtweets/oxtrf,https://huggingface.co/api/models/huggingtweets/oxtrf,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
cpratim/lyric_model,cpratim,lyric_model,,,,,,,,https://huggingface.co/cpratim/lyric_model,https://huggingface.co/api/models/cpratim/lyric_model,model,fallback,CPRA,1,,['CPRA'],['cpra'],True,Other/Unknown
JinuAugustine/llama-2-7b-chat-gdpr,JinuAugustine,llama-2-7b-chat-gdpr,,,,,,,7B,https://huggingface.co/JinuAugustine/llama-2-7b-chat-gdpr,https://huggingface.co/api/models/JinuAugustine/llama-2-7b-chat-gdpr,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
